step,x,y,type,pole,arc_deg
453,118.1469,-107.6399,wrap,5,0
454,120.4169,-106.0245,wrap,5,0
455,122.7688,-104.5307,wrap,5,0
456,125.1958,-103.1625,wrap,5,0
457,127.6915,-101.9237,wrap,5,0
458,130.2487,-100.8178,wrap,5,0
459,132.8606,-99.8478,wrap,5,0
460,135.5198,-99.0164,wrap,5,0
461,138.219,-98.3259,wrap,5,0
462,140.9508,-97.7782,wrap,5,0
463,143.7076,-97.3749,wrap,5,0
464,146.4818,-97.1169,wrap,5,0
465,149.2657,-97.0051,wrap,5,0
466,152.0517,-97.0397,wrap,5,0
467,154.8319,-97.2207,wrap,5,0
468,157.5989,-97.5476,wrap,5,0
469,160.3448,-98.0194,wrap,5,0
470,163.0621,-98.6348,wrap,5,0
471,165.7433,-99.3922,wrap,5,0
472,168.3811,-100.2895,wrap,5,0
473,170.968,-101.3241,wrap,5,0
474,173.497,-102.4932,wrap,5,0
475,175.961,-103.7937,wrap,5,0
476,178.3533,-105.2218,wrap,5,0
477,180.6673,-106.7736,wrap,5,0
478,182.8965,-108.445,wrap,5,0
479,185.0348,-110.2311,wrap,5,0
480,187.0763,-112.1272,wrap,5,0
481,189.0153,-114.1279,wrap,5,0
482,190.8465,-116.2277,wrap,5,0
483,192.5648,-118.4209,wrap,5,0
484,194.1655,-120.7014,wrap,5,0
485,195.6441,-123.0628,wrap,5,0
486,196.9966,-125.4986,wrap,5,0
487,198.2193,-128.0022,wrap,5,0
488,199.3086,-130.5666,wrap,5,0
489,200.2617,-133.1846,wrap,5,0
490,201.076,-135.8491,wrap,5,0
491,201.749,-138.5528,wrap,5,0
492,202.2791,-141.2881,wrap,5,0
493,202.6647,-144.0474,wrap,5,0
494,202.9047,-146.8232,wrap,5,0
495,202.9985,-149.6078,wrap,5,0
496,202.9459,-152.3934,wrap,5,0
497,202.747,-155.1725,wrap,5,0
498,202.4023,-157.9372,wrap,5,0
499,201.9128,-160.68,wrap,5,0
500,201.2798,-163.3933,wrap,5,0
501,200.5051,-166.0696,wrap,5,0
502,199.5909,-168.7015,wrap,5,0
503,198.5396,-171.2817,wrap,5,0
504,197.3541,-173.8031,wrap,5,0
505,196.0378,-176.2587,wrap,5,0
506,194.5943,-178.6417,wrap,5,0
507,193.0275,-180.9456,wrap,5,0
508,191.3419,-183.164,wrap,5,0
509,189.5419,-185.2907,wrap,5,0
510,187.6328,-187.3199,wrap,5,0
511,185.6196,-189.246,wrap,5,0
512,183.5079,-191.0636,wrap,5,0
513,181.3037,-192.7677,wrap,5,0
514,179.013,-194.3537,wrap,5,0
515,176.6421,-195.817,wrap,5,0
516,174.1975,-197.1538,wrap,5,0
517,171.6861,-198.3602,wrap,5,0
518,169.1148,-199.433,wrap,5,0
519,166.4906,-200.3692,wrap,5,0
520,163.8209,-201.1662,wrap,5,0
521,161.113,-201.8218,wrap,5,0
522,158.3744,-202.3342,wrap,5,0
523,155.6126,-202.702,wrap,5,0
524,152.8353,-202.9241,wrap,5,0
525,150.0502,-203.0,wrap,5,0
526,147.2649,-202.9294,wrap,5,0
527,144.4872,-202.7125,wrap,5,0
528,141.7247,-202.35,wrap,5,0
529,138.9852,-201.8428,wrap,5,0
530,136.276,-201.1923,wrap,5,0
531,133.6048,-200.4004,wrap,5,0
532,130.9788,-199.4691,wrap,5,0
533,128.4055,-198.4012,wrap,5,0
534,125.8918,-197.1995,wrap,5,0
535,123.4447,-195.8674,wrap,5,0
536,121.0711,-194.4085,wrap,5,0
537,118.7773,-192.8269,wrap,5,0
538,116.5699,-191.127,wrap,5,0
539,114.4548,-189.3134,wrap,5,0
540,112.438,-187.3911,wrap,5,0
541,110.525,-185.3655,wrap,5,0
542,108.721,-183.2422,wrap,5,0
543,107.0311,-181.027,wrap,5,0
544,105.46,-178.7261,wrap,5,0
545,104.012,-176.3458,wrap,5,0
546,102.691,-173.8927,wrap,5,0
547,101.5008,-171.3736,wrap,5,0
548,100.4446,-168.7954,wrap,5,0
549,99.5254,-166.1652,wrap,5,0
550,98.7456,-163.4904,wrap,5,0
551,98.1075,-160.7783,wrap,5,0
552,97.6128,-158.0364,wrap,5,0
553,97.2629,-155.2723,wrap,5,0
554,97.0587,-152.4937,wrap,5,0
555,97.0008,-149.7081,wrap,5,0
556,97.0894,-146.9234,wrap,5,0
557,97.3242,-144.1471,wrap,5,0
558,122.3242,80.8529,move,4,0
559,122.7046,83.6134,wrap,4,623.66
560,123.2296,86.3502,wrap,4,0
561,123.8977,89.0555,wrap,4,0
562,124.7071,91.722,wrap,4,0
563,125.6555,94.3423,wrap,4,0
564,126.7404,96.9091,wrap,4,0
565,127.9586,99.4153,wrap,4,0
566,129.3069,101.8541,wrap,4,0
567,130.7815,104.2186,wrap,4,0
568,132.3784,106.5023,wrap,4,0
569,134.093,108.699,wrap,4,0
570,135.9208,110.8025,wrap,4,0
571,137.8566,112.807,wrap,4,0
572,139.8951,114.707,wrap,4,0
573,142.0306,116.4972,wrap,4,0
574,144.2572,118.1727,wrap,4,0
575,146.5689,119.7289,wrap,4,0
576,148.9591,121.1614,wrap,4,0
577,151.4214,122.4663,wrap,4,0
578,153.9488,123.64,wrap,4,0
579,156.5344,124.6792,wrap,4,0
