step,x,y,type,pole,arc_deg
157,22.3148,123.0734,wrap,1,0
158,19.7569,124.1799,wrap,1,0
159,17.1444,125.1505,wrap,1,0
160,14.4844,125.9824,wrap,1,0
161,11.7844,126.6733,wrap,1,0
162,9.0518,127.2213,wrap,1,0
163,6.2942,127.6249,wrap,1,0
164,3.5192,127.883,wrap,1,0
165,0.7345,127.9949,wrap,1,0
166,-2.0523,127.9602,wrap,1,0
167,-4.8334,127.7791,wrap,1,0
168,-7.6012,127.4521,wrap,1,0
169,-10.3479,126.98,wrap,1,0
170,-13.066,126.3642,wrap,1,0
171,-15.748,125.6063,wrap,1,0
172,-18.3864,124.7086,wrap,1,0
173,-20.974,123.6733,wrap,1,0
174,-23.5036,122.5035,wrap,1,0
175,-25.9682,121.2023,wrap,1,0
176,-28.361,119.7734,wrap,1,0
177,-30.6753,118.2206,wrap,1,0
178,-32.9049,116.5484,wrap,1,0
179,-35.0435,114.7612,wrap,1,0
180,-37.0851,112.8642,wrap,1,0
181,-39.0242,110.8624,wrap,1,0
182,-40.8554,108.7614,wrap,1,0
183,-42.5737,106.5671,wrap,1,0
184,-44.1742,104.2855,wrap,1,0
185,-45.6526,101.9229,wrap,1,0
186,-47.0047,99.4859,wrap,1,0
187,-48.2268,96.9812,wrap,1,0
188,-49.3156,94.4157,wrap,1,0
189,-50.2681,91.7965,wrap,1,0
190,-51.0815,89.1308,wrap,1,0
191,-51.7537,86.4261,wrap,1,0
192,-52.2828,83.6898,wrap,1,0
193,-52.6673,80.9294,wrap,1,0
194,-52.9061,78.1527,wrap,1,0
195,-52.9987,75.3672,wrap,1,0
196,-52.9448,72.5808,wrap,1,0
197,-52.7444,69.801,wrap,1,0
198,-52.3982,67.0356,wrap,1,0
199,-51.9071,64.2922,wrap,1,0
200,-51.2724,61.5784,wrap,1,0
201,-50.496,58.9018,wrap,1,0
202,-49.58,56.2696,wrap,1,0
203,-48.5268,53.6893,wrap,1,0
204,-47.3395,51.1678,wrap,1,0
205,-46.0213,48.7123,wrap,1,0
206,-44.5758,46.3295,wrap,1,0
207,-43.007,44.0259,wrap,1,0
208,-41.3194,41.808,wrap,1,0
209,-39.5175,39.6819,wrap,1,0
210,-37.6063,37.6534,wrap,1,0
211,-35.5911,35.7282,wrap,1,0
212,-33.4775,33.9116,wrap,1,0
213,-31.2713,32.2086,wrap,1,0
214,-28.9787,30.6239,wrap,1,0
215,-26.6059,29.162,wrap,1,0
216,-24.1596,27.8268,wrap,1,0
217,-21.6465,26.622,wrap,1,0
218,-19.0735,25.551,wrap,1,0
219,-16.4477,24.6168,wrap,1,0
220,-13.7765,23.8218,wrap,1,0
221,-11.0672,23.1684,wrap,1,0
222,-8.3273,22.6583,wrap,1,0
223,-5.5644,22.2929,wrap,1,0
224,-2.786,22.0733,wrap,1,0
225,-0.0,22.0,wrap,1,0
226,175.0,22.0,move,4,0
227,177.7738,22.0726,wrap,4,720.0
228,180.54,22.2903,wrap,4,0
229,183.291,22.6525,wrap,4,0
230,186.0193,23.1582,wrap,4,0
231,188.7174,23.8059,wrap,4,0
232,191.3779,24.594,wrap,4,0
233,193.9935,25.5202,wrap,4,0
234,196.557,26.5821,wrap,4,0
235,199.0615,27.7767,wrap,4,0
236,201.5,29.1007,wrap,4,0
237,203.8659,30.5505,wrap,4,0
238,206.1526,32.1221,wrap,4,0
239,208.354,33.8113,wrap,4,0
240,210.4639,35.6133,wrap,4,0
241,212.4767,37.5233,wrap,4,0
242,214.3867,39.5361,wrap,4,0
243,216.1887,41.646,wrap,4,0
244,217.8779,43.8474,wrap,4,0
245,219.4495,46.1341,wrap,4,0
246,220.8993,48.5,wrap,4,0
247,222.2233,50.9385,wrap,4,0
248,223.4179,53.443,wrap,4,0
249,224.4798,56.0065,wrap,4,0
250,225.406,58.6221,wrap,4,0
251,226.1941,61.2826,wrap,4,0
252,226.8418,63.9807,wrap,4,0
253,227.3475,66.709,wrap,4,0
254,227.7097,69.46,wrap,4,0
255,227.9274,72.2262,wrap,4,0
256,228.0,75.0,wrap,4,0
257,227.9274,77.7738,wrap,4,0
258,227.7097,80.54,wrap,4,0
259,227.3475,83.291,wrap,4,0
260,226.8418,86.0193,wrap,4,0
261,226.1941,88.7174,wrap,4,0
262,225.406,91.3779,wrap,4,0
263,224.4798,93.9935,wrap,4,0
264,223.4179,96.557,wrap,4,0
265,222.2233,99.0615,wrap,4,0
266,220.8993,101.5,wrap,4,0
267,219.4495,103.8659,wrap,4,0
268,217.8779,106.1526,wrap,4,0
269,216.1887,108.354,wrap,4,0
270,214.3867,110.4639,wrap,4,0
271,212.4767,112.4767,wrap,4,0
272,210.4639,114.3867,wrap,4,0
273,208.354,116.1887,wrap,4,0
274,206.1526,117.8779,wrap,4,0
275,203.8659,119.4495,wrap,4,0
276,201.5,120.8993,wrap,4,0
277,199.0615,122.2233,wrap,4,0
278,196.557,123.4179,wrap,4,0
279,193.9935,124.4798,wrap,4,0
280,191.3779,125.406,wrap,4,0
281,188.7174,126.1941,wrap,4,0
282,186.0193,126.8418,wrap,4,0
283,183.291,127.3475,wrap,4,0
284,180.54,127.7097,wrap,4,0
285,177.7738,127.9274,wrap,4,0
286,175.0,128.0,wrap,4,0
287,172.2262,127.9274,wrap,4,0
288,169.46,127.7097,wrap,4,0
289,166.709,127.3475,wrap,4,0
290,163.9807,126.8418,wrap,4,0
291,161.2826,126.1941,wrap,4,0
292,158.6221,125.406,wrap,4,0
293,156.0065,124.4798,wrap,4,0
294,153.443,123.4179,wrap,4,0
295,150.9385,122.2233,wrap,4,0
296,148.5,120.8993,wrap,4,0
297,146.1341,119.4495,wrap,4,0
