step,x,y,type,pole,arc_deg
146,-61.3282,-228.434,wrap,2,0
147,-62.8719,-230.4221,wrap,2,0
148,-64.5178,-232.3266,wrap,2,0
149,-66.2612,-234.1422,wrap,2,0
150,-68.0973,-235.8639,wrap,2,0
151,-70.0213,-237.487,wrap,2,0
152,-72.0276,-239.007,wrap,2,0
153,-74.1109,-240.4197,wrap,2,0
154,-76.2654,-241.7213,wrap,2,0
155,-78.4851,-242.9081,wrap,2,0
156,-80.764,-243.977,wrap,2,0
157,-83.0958,-244.9249,wrap,2,0
158,-85.4741,-245.7493,wrap,2,0
159,-87.8923,-246.4479,wrap,2,0
160,-90.3438,-247.0187,wrap,2,0
161,-92.8219,-247.4602,wrap,2,0
162,-95.3198,-247.7713,wrap,2,0
163,-97.8304,-247.9509,wrap,2,0
164,-100.3471,-247.9987,wrap,2,0
165,-102.8628,-247.9146,wrap,2,0
166,-105.3706,-247.6986,wrap,2,0
167,-107.8637,-247.3515,wrap,2,0
168,-110.3351,-246.8741,wrap,2,0
169,-112.7781,-246.2679,wrap,2,0
170,-115.186,-245.5344,wrap,2,0
171,-117.5521,-244.6757,wrap,2,0
172,-119.87,-243.6942,wrap,2,0
173,-122.1332,-242.5925,wrap,2,0
174,-124.3355,-241.3737,wrap,2,0
175,-126.471,-240.0411,wrap,2,0
176,-128.5336,-238.5984,wrap,2,0
177,-130.5177,-237.0495,wrap,2,0
178,-132.418,-235.3988,wrap,2,0
179,-134.2291,-233.6507,wrap,2,0
180,-135.946,-231.8101,wrap,2,0
181,-137.5642,-229.882,wrap,2,0
182,-139.079,-227.8717,wrap,2,0
183,-140.4863,-225.7848,wrap,2,0
184,-141.7824,-223.627,wrap,2,0
185,-142.9635,-221.4042,wrap,2,0
186,-144.0264,-219.1226,wrap,2,0
187,-144.9683,-216.7883,wrap,2,0
188,-145.7866,-214.4079,wrap,2,0
189,-146.4789,-211.9879,wrap,2,0
190,-147.0434,-209.5349,wrap,2,0
191,-147.4786,-207.0557,wrap,2,0
192,-147.7832,-204.5571,wrap,2,0
193,-147.9564,-202.0459,wrap,2,0
194,-147.9977,-199.5292,wrap,2,0
195,-147.907,-197.0137,wrap,2,0
196,-147.6846,-194.5064,wrap,2,0
197,-147.331,-192.0143,wrap,2,0
198,-146.8473,-189.5441,wrap,2,0
199,-146.2348,-187.1026,wrap,2,0
200,-145.4951,-184.6966,wrap,2,0
201,-144.6303,-182.3327,wrap,2,0
202,-143.6428,-180.0174,wrap,2,0
203,-142.5353,-177.7571,wrap,2,0
204,-141.3108,-175.5579,wrap,2,0
205,-139.9727,-173.4259,wrap,2,0
206,-138.5247,-171.367,wrap,2,0
207,-136.9707,-169.3868,wrap,2,0
208,-135.3151,-167.4909,wrap,2,0
209,-133.5623,-165.6843,wrap,2,0
210,-131.7173,-163.9721,wrap,2,0
211,-129.785,-162.3589,wrap,2,0
212,-127.7709,-160.8493,wrap,2,0
213,-125.6803,-159.4473,wrap,2,0
214,-123.5192,-158.1569,wrap,2,0
215,-121.2934,-156.9815,wrap,2,0
216,-119.009,-155.9244,wrap,2,0
217,-116.6723,-154.9885,wrap,2,0
218,-114.2898,-154.1764,wrap,2,0
219,-111.868,-153.4903,wrap,2,0
220,-109.4136,-152.9321,wrap,2,0
221,140.5864,-102.9321,move,5,0
222,143.0729,-102.5025,wrap,5,647.65
223,145.5785,-102.2041,wrap,5,0
224,148.0963,-102.0378,wrap,5,0
225,150.6194,-102.004,wrap,5,0
226,153.1408,-102.1029,wrap,5,0
227,155.6535,-102.3341,wrap,5,0
228,158.1505,-102.6971,wrap,5,0
229,160.6251,-103.1907,wrap,5,0
230,163.0703,-103.8138,wrap,5,0
231,165.4793,-104.5644,wrap,5,0
232,167.8456,-105.4407,wrap,5,0
233,170.1626,-106.44,wrap,5,0
234,172.4238,-107.5598,wrap,5,0
235,174.6231,-108.7968,wrap,5,0
236,176.7544,-110.1477,wrap,5,0
237,178.8117,-111.6087,wrap,5,0
238,180.7893,-113.1759,wrap,5,0
239,182.6819,-114.8447,wrap,5,0
240,184.4842,-116.6108,wrap,5,0
241,186.1912,-118.4691,wrap,5,0
242,187.7982,-120.4145,wrap,5,0
243,189.3007,-122.4417,wrap,5,0
244,190.6946,-124.5451,wrap,5,0
245,191.976,-126.7188,wrap,5,0
